#um    star(nufnu) model
1.106932525999999939e+01 2.387782923645544882e-12 6.520989557296510552e-11
1.135476075999999956e+01 2.212199673193579733e-12 6.289908277703489197e-11
1.164755654000000007e+01 2.049527764579121674e-12 6.060476852593507116e-11
1.194790242000000013e+01 1.898817771231455712e-12 5.827658314677017461e-11
1.225599305999999977e+01 1.759190088309868738e-12 5.595024732053071517e-11
1.257202816999999939e+01 1.629829790876206143e-12 5.379416549481574225e-11
1.289621263000000084e+01 1.509981871748467583e-12 5.198616201981504113e-11
1.322875656000000077e+01 1.398946851689452394e-12 5.019124677550652855e-11
1.356987552000000008e+01 1.296076681665793734e-12 4.887953638320265079e-11
1.391979062999999961e+01 1.200770968274490394e-12 4.776153767304998788e-11
1.427872872000000015e+01 1.112473464602599801e-12 4.686260432651965068e-11
1.464692244000000088e+01 1.030668831659721805e-12 4.715457606208834976e-11
1.502461047000000072e+01 9.548796206531837051e-13 4.748877473568766315e-11
1.541203763000000038e+01 8.846634943797793778e-13 4.797074154927286958e-11
1.580945503999999957e+01 8.196106415405539806e-13 4.858268818120238786e-11
1.621712034000000102e+01 7.593413853014467946e-13 4.923798048524756666e-11
1.663529774999999944e+01 7.035039696393591594e-13 4.938418181914768540e-11
1.706425837000000101e+01 6.517725022933004788e-13 4.954287305933182541e-11
1.750428022999999911e+01 6.038450575937138798e-13 4.964339829583761072e-11
1.795564857000000103e+01 5.594419099355075379e-13 4.959950960222984945e-11
1.841865598000000048e+01 5.183039034838736560e-13 4.959166766258506019e-11
1.889360256999999876e+01 4.801909397373437548e-13 4.919430133075761092e-11
1.938079620999999975e+01 4.448805750881200266e-13 4.868141639885209013e-11
1.988055270999999991e+01 4.121667230967045426e-13 4.815695282217947518e-11
2.039319602000000131e+01 3.818584516143899479e-13 4.749156766631260996e-11
2.091905842999999976e+01 3.537788690396709223e-13 4.683371222230112418e-11
2.145848082999999917e+01 3.277640905061213601e-13 4.629792398699344575e-11
2.201181285999999915e+01 3.036622830144154698e-13 4.586238309999333700e-11
2.257941320000000118e+01 2.813327781180226447e-13 4.543745359065818777e-11
2.316164978000000119e+01 2.606452511644946978e-13 4.522934792408502772e-11
2.375890001999999868e+01 2.414789609481133502e-13 4.504402196676349090e-11
2.437155105000000077e+01 2.237220449473477720e-13 4.491557738587068043e-11
2.500000000000000000e+01 2.072708661934876300e-13 4.487480040252764546e-11
3.073733534000000134e+01 1.115217671429740007e-13 4.136439924218767786e-11
3.779135136000000017e+01 6.000411333263306555e-14 3.578421259254915785e-11
4.646421758999999696e+01 3.228511985858711100e-14 3.120898037565120923e-11
5.712744949999999733e+01 1.737095851607525965e-14 2.678434394767712700e-11
7.023782289999999762e+01 9.346417209988529011e-15 2.221013560868865426e-11
8.635694064999999853e+01 5.028825241121642056e-15 1.811187610519538242e-11
1.061752898000000016e+02 2.705751597897645796e-15 1.496637805021787725e-11
1.305418194000000085e+02 1.455825439371329396e-15 1.279327520548791912e-11
1.605003072000000088e+02 7.833046129930170482e-16 1.132786185027413567e-11
1.973340705999999898e+02 4.214558286706854207e-16 1.008249967938742909e-11
2.426209401000000128e+02 2.267636530753347410e-16 8.564001698137315713e-12
2.983008479000000079e+02 1.220098308130756224e-16 6.728198726863944497e-12
3.667589277999999808e+02 6.564719968650152704e-17 4.835220510198174018e-12
4.509276861999999824e+02 3.532137366688705022e-17 3.103955553106908848e-12
5.544126201999999921e+02 1.900461016228950934e-17 1.787073809389779649e-12
6.816466649999999845e+02 1.022540093571815671e-17 9.668467467293537144e-13
8.380800851000000193e+02 5.501761068853735053e-18 4.921750899117217361e-13
1.030413945000000012e+03 2.960213984511027311e-18 2.363285754881923636e-13
1.266887157999999999e+03 1.592738530311491375e-18 1.080633876728594375e-13
1.557629417000000103e+03 8.569704889449581632e-19 4.686777346518002051e-14
1.915095109000000093e+03 4.610916385683595582e-19 1.877306252061520357e-14
2.354596824000000197e+03 2.480896387836836499e-19 6.945452396316135973e-15
2.894961287000000084e+03 1.334842442586643489e-19 2.391927371692799536e-15
3.559335834999999861e+03 7.182098998307665718e-20 7.879340087065750158e-16
4.376179965999999695e+03 3.864317195188497738e-20 2.548625944458564628e-16
5.380484445000000051e+03 2.079189856401371443e-20 7.112492193297726944e-17
6.615270188000000417e+03 1.118704868032227227e-20 2.044327490649061725e-17
8.133431126000000404e+03 6.019174140620230975e-21 7.048693983129502283e-18
1.000000000000000000e+04 3.238607284117265554e-21 2.561078739812856889e-18
